Date,Close
2021-01-01,101.59926648335318
2021-01-02,101.52436919466449
2021-01-03,102.15084289083255
2021-01-04,102.86267167002194
2021-01-05,102.16734316533004
2021-01-06,101.56125990657709
2021-01-07,101.48480183623782
2021-01-08,101.70087255126126
2021-01-09,101.39351627667088
2021-01-10,101.15451918698925
2021-01-11,101.0666220041473
2021-01-12,100.92053427543226
2021-01-13,102.0174447349153
2021-01-14,102.90880803704525
2021-01-15,106.07632441357413
2021-01-16,106.55163933615381
2021-01-17,106.81389396834047
2021-01-18,106.93894827610326
2021-01-19,107.62098481377846
2021-01-20,107.17934067117515
2021-01-21,106.68899932336643
2021-01-22,107.67750279832826
2021-01-23,109.6565078994019
2021-01-24,111.71522876663954
2021-01-25,109.94904750465095
2021-01-26,109.98461098924477
2021-01-27,110.94969567098843
2021-01-28,111.49122386550715
2021-01-29,111.92752274109714
2021-01-30,111.44603600177739
2021-01-31,112.1047280050984
2021-02-01,113.45331923355846
2021-02-02,113.21443757705656
2021-02-03,113.3946581455923
2021-02-04,113.73149011156471
2021-02-05,113.22812284319733
2021-02-06,113.00214785347777
2021-02-07,114.49754933760228
2021-02-08,115.8446513660942
2021-02-09,117.0052554082254
2021-02-10,116.05693228724095
2021-02-11,116.72762860102291
2021-02-12,117.40617179557802
2021-02-13,114.9805392295568
2021-02-14,116.04910083688603
2021-02-15,115.83680910444758
2021-02-16,116.58065377633092
2021-02-17,117.2006190471139
2021-02-18,116.79030710788265
2021-02-19,116.05584816707143
2021-02-20,114.57297014134669
2021-02-21,112.86497743398124
2021-02-22,112.91760416934645
2021-02-23,111.91038554689078
2021-02-24,111.12704100838911
2021-02-25,110.4841179667759
2021-02-26,109.79603561658836
2021-02-27,110.69915822959004
2021-02-28,110.81020417356383
2021-03-01,111.30907582071023
2021-03-02,112.35470227631531
2021-03-03,110.81946690794318
2021-03-04,110.1036407557157
2021-03-05,111.26980648464342
2021-03-06,109.81256471393425
2021-03-07,111.24552116053434
2021-03-08,111.09947669910726
2021-03-09,111.35672291014536
2021-03-10,111.21731500734268
2021-03-11,112.43903739961746
2021-03-12,114.54816476436875
2021-03-13,114.5684350392888
2021-03-14,114.13347026347773
2021-03-15,114.86732663033816
2021-03-16,114.65849888419372
2021-03-17,114.04947910143242
2021-03-18,114.44500552739603
2021-03-19,115.11367961924641
2021-03-20,115.58745816997312
2021-03-21,114.48422594133757
2021-03-22,113.94526643991776
2021-03-23,112.72920216213981
2021-03-24,113.48790546258896
2021-03-25,111.85104443154792
2021-03-26,112.2337227912907
2021-03-27,112.98396669808389
2021-03-28,113.82864730370152
2021-03-29,113.47285124141797
2021-03-30,112.56461345441485
2021-03-31,111.38045078731562
2021-04-01,112.97981771921309
2021-04-02,113.45706945073617
2021-04-03,115.7154637016425
2021-04-04,115.93840071818553
2021-04-05,114.56502082391076
2021-04-06,115.32364943643455
2021-04-07,114.96788137268882
2021-04-08,114.30296127264869
2021-04-09,113.89020483775141
2021-04-10,114.9292614010948
2021-04-11,113.7103275817361
2021-04-12,113.16592091122442
2021-04-13,112.49824541687144
2021-04-14,112.05875191055974
2021-04-15,110.34247148197987
2021-04-16,108.38241842714257
2021-04-17,108.74354390925558
2021-04-18,108.86454713338338
2021-04-19,108.04647437288057
2021-04-20,108.84165113157586
2021-04-21,109.6689227783713
2021-04-22,110.04651806479454
2021-04-23,110.48557489400737
2021-04-24,111.29233704842478
2021-04-25,111.05371412074122
2021-04-26,109.96702294694848
2021-04-27,108.47498769947693
2021-04-28,107.30841832525998
2021-04-29,105.04408088984455
2021-04-30,105.75713937629037
2021-05-01,104.95096597484782
2021-05-02,104.36854673153728
2021-05-03,103.34705418740508
2021-05-04,104.68250645156922
2021-05-05,105.28207557308565
2021-05-06,104.86348827436046
2021-05-07,106.30988992923378
2021-05-08,107.80914074534851
2021-05-09,107.14702744273379
2021-05-10,107.8200557119399
2021-05-11,107.26681369119234
2021-05-12,106.45394497047882
2021-05-13,107.47398102954014
2021-05-14,106.17734499478688
2021-05-15,107.72188848852522
2021-05-16,107.61702335141271
2021-05-17,108.13819354262476
2021-05-18,106.71145134276279
2021-05-19,108.13908083693403
2021-05-20,108.55603027005499
2021-05-21,108.2775661256284
2021-05-22,108.68329801408443
2021-05-23,108.58967171596169
2021-05-24,106.68003599006417
2021-05-25,105.20274327692597
2021-05-26,104.98294955722425
2021-05-27,105.71433686787535
2021-05-28,102.9917521385409
2021-05-29,103.5375762048918
2021-05-30,105.69390972810102
2021-05-31,105.67204977573746
2021-06-01,104.32508842563817
2021-06-02,104.14607772704262
2021-06-03,103.93262692272336
2021-06-04,104.39182886683673
2021-06-05,105.3211388947586
2021-06-06,104.89657611480447
2021-06-07,104.91080612481545
2021-06-08,103.61737392810937
2021-06-09,104.2937046700925
2021-06-10,104.24164518165813
2021-06-11,104.63923279947377
2021-06-12,104.44614548561599
2021-06-13,104.51051149870416
2021-06-14,103.49159460838811
2021-06-15,103.7223957431481
2021-06-16,104.80308024057867
2021-06-17,105.04628903715744
2021-06-18,104.65135426061227
2021-06-19,106.21769179174595
2021-06-20,104.1367795752638
2021-06-21,106.52654720057761
2021-06-22,106.05946099672597
